periode_data,wilayah,kecamatan,nama_lokasi,latitude,longitude,periode_pemantauan,parameter,baku_mutu,nilai
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,-6.131608,106.82029,"Periode 1 (Musim Hujan)","Escherichia coli",0,0
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,-6.131608,106.82029,"Periode 1 (Musim Hujan)","Total Coliform",0,727
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,-6.131608,106.82029,"Periode 1 (Musim Hujan)",Temperatur,N/A,28.65
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,-6.131608,106.82029,"Periode 1 (Musim Hujan)","Total Dissolve Solid",300,538.5
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,-6.131608,106.82029,"Periode 1 (Musim Hujan)",Kekeruhan,3,11.89
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,-6.131608,106.82029,"Periode 1 (Musim Hujan)",Warna,10,8.1
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,-6.131608,106.82029,"Periode 1 (Musim Hujan)",pH,N/A,7.875
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,-6.131608,106.82029,"Periode 1 (Musim Hujan)","Nitrat (sebagai NO3) (terlarut)",20,3.98
2024,"Kota Adm. Jakarta Timur",Kramatjati,Balekambang,-6.28175,106.85028,"Periode 1 (Musim Hujan)","Nitrit (sebagai NO2) (terlarut)",3,0.0006
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,-6.131608,106.82029,"Periode 1 (Musim Hujan)","Kromium valensi 6 (Cr6+) (terlarut)",0.01,0.001
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,-6.131608,106.82029,"Periode 1 (Musim Hujan)","Besi (Fe) (terlarut)",0.2,0.045
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,-6.131608,106.82029,"Periode 1 (Musim Hujan)","Mangan (Mn) terlarut",0.1,0.74
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,-6.131608,106.82029,"Periode 1 (Musim Hujan)",Salinitas,N/A,0.05
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,-6.131608,106.82029,"Periode 1 (Musim Hujan)","Oksigen terlarut (DO)",4,3.85
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,-6.131608,106.82029,"Periode 1 (Musim Hujan)","Daya Hantar Listrik",N/A,870.5
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,-6.131608,106.82029,"Periode 1 (Musim Hujan)",ORP*,N/A,-49.5
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,-6.131608,106.82029,"Periode 1 (Musim Hujan)",Deterjen,0.05,0.0016
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,-6.131608,106.82029,"Periode 1 (Musim Hujan)","Zat Organik (KMnO4)",10,17.6
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,-6.131388889,106.8202778,"Periode 2 (Musim Kering)","Air Raksa",N/A,0.0001
2024,"Kota Adm. Jakarta Utara",Pademangan,"Ancol 208",-6.12897,106.81189,"Periode 1 (Musim Hujan)",Kadmium,N/A,0.0004
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,-6.131608,106.82029,"Periode 1 (Musim Hujan)",Timbal,N/A,0.0015
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,-6.131608,106.82029,"Periode 1 (Musim Hujan)",IP,N/A,11
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,-6.131608,106.82029,"Periode 1 (Musim Hujan)",Status,N/A,berat
2024,"Kota Adm. Jakarta Utara",Pademangan,"Ancol 208",-6.12897,106.81189,"Periode 1 (Musim Hujan)","Escherichia coli",0,0
2024,"Kota Adm. Jakarta Utara",Pademangan,"Ancol 208",-6.12897,106.81189,"Periode 1 (Musim Hujan)","Total Coliform",0,44
2024,"Kota Adm. Jakarta Utara",Pademangan,"Ancol 208",-6.12897,106.81189,"Periode 1 (Musim Hujan)",Temperatur,N/A,30.95
2024,"Kota Adm. Jakarta Utara",Pademangan,"Ancol 208",-6.12897,106.81189,"Periode 1 (Musim Hujan)","Total Dissolve Solid",300,20850
2024,"Kota Adm. Jakarta Utara",Pademangan,"Ancol 208",-6.12897,106.81189,"Periode 1 (Musim Hujan)",Kekeruhan,3,9.86
2024,"Kota Adm. Jakarta Utara",Pademangan,"Ancol 208",-6.12897,106.81189,"Periode 1 (Musim Hujan)",Warna,10,5.99
2024,"Kota Adm. Jakarta Utara",Pademangan,"Ancol 208",-6.12897,106.81189,"Periode 1 (Musim Hujan)",pH,N/A,6.01
2024,"Kota Adm. Jakarta Utara",Pademangan,"Ancol 208",-6.12897,106.81189,"Periode 1 (Musim Hujan)","Nitrat (sebagai NO3) (terlarut)",20,3.27
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan",Bangka,-6.259194444,106.827,"Periode 1 (Musim Hujan)","Nitrit (sebagai NO2) (terlarut)",3,0.0006
2024,"Kota Adm. Jakarta Utara",Pademangan,"Ancol 208",-6.12897,106.81189,"Periode 1 (Musim Hujan)","Kromium valensi 6 (Cr6+) (terlarut)",0.01,0.001
2024,"Kota Adm. Jakarta Utara",Pademangan,"Ancol 208",-6.12897,106.81189,"Periode 1 (Musim Hujan)","Besi (Fe) (terlarut)",0.2,0.066
2024,"Kota Adm. Jakarta Utara",Pademangan,"Ancol 208",-6.12897,106.81189,"Periode 1 (Musim Hujan)","Mangan (Mn) terlarut",0.1,0.7
2024,"Kota Adm. Jakarta Utara",Pademangan,"Ancol 208",-6.12897,106.81189,"Periode 1 (Musim Hujan)",Salinitas,N/A,1.785
2024,"Kota Adm. Jakarta Utara",Pademangan,"Ancol 208",-6.12897,106.81189,"Periode 1 (Musim Hujan)","Oksigen terlarut (DO)",4,4.55
2024,"Kota Adm. Jakarta Utara",Pademangan,"Ancol 208",-6.12897,106.81189,"Periode 1 (Musim Hujan)","Daya Hantar Listrik",N/A,31150
2024,"Kota Adm. Jakarta Utara",Pademangan,"Ancol 208",-6.12897,106.81189,"Periode 1 (Musim Hujan)",ORP*,N/A,61
2024,"Kota Adm. Jakarta Utara",Pademangan,"Ancol 208",-6.12897,106.81189,"Periode 1 (Musim Hujan)",Deterjen,0.05,0.043
2024,"Kota Adm. Jakarta Utara",Pademangan,"Ancol 208",-6.12897,106.81189,"Periode 1 (Musim Hujan)","Zat Organik (KMnO4)",10,3.2
2024,"Kota Adm. Jakarta Utara",Pademangan,"Ancol 208",-6.12897,106.81189,"Periode 2 (Musim Kering)","Air Raksa",N/A,0.0001
2024,"Kota Adm. Jakarta Barat",Tambora,Angke,-6.143691667,106.800125,"Periode 1 (Musim Hujan)",Kadmium,N/A,0.0004
2024,"Kota Adm. Jakarta Utara",Pademangan,"Ancol 208",-6.12897,106.81189,"Periode 1 (Musim Hujan)",Timbal,N/A,0.0015
2024,"Kota Adm. Jakarta Utara",Pademangan,"Ancol 208",-6.12897,106.81189,"Periode 1 (Musim Hujan)",IP,N/A,7.5
2024,"Kota Adm. Jakarta Utara",Pademangan,"Ancol 208",-6.12897,106.81189,"Periode 1 (Musim Hujan)",Status,N/A,sedang
2024,"Kota Adm. Jakarta Barat",Tambora,Angke,-6.143691667,106.800125,"Periode 1 (Musim Hujan)","Escherichia coli",0,0
2024,"Kota Adm. Jakarta Barat",Tambora,Angke,-6.143691667,106.800125,"Periode 1 (Musim Hujan)","Total Coliform",0,1040
2024,"Kota Adm. Jakarta Barat",Tambora,Angke,-6.143691667,106.800125,"Periode 1 (Musim Hujan)",Temperatur,N/A,29.45
2024,"Kota Adm. Jakarta Barat",Tambora,Angke,-6.143691667,106.800125,"Periode 1 (Musim Hujan)","Total Dissolve Solid",300,1160
2024,"Kota Adm. Jakarta Barat",Tambora,Angke,-6.143691667,106.800125,"Periode 1 (Musim Hujan)",Kekeruhan,3,17
2024,"Kota Adm. Jakarta Barat",Tambora,Angke,-6.143691667,106.800125,"Periode 1 (Musim Hujan)",Warna,10,67.1
2024,"Kota Adm. Jakarta Barat",Tambora,Angke,-6.143691667,106.800125,"Periode 1 (Musim Hujan)",pH,N/A,8.2
2024,"Kota Adm. Jakarta Barat",Tambora,Angke,-6.143691667,106.800125,"Periode 1 (Musim Hujan)","Nitrat (sebagai NO3) (terlarut)",20,4.2
2024,"Kota Adm. Jakarta Timur",Jatinegara,"Bidara Cina",-6.240085,106.867313,"Periode 1 (Musim Hujan)","Nitrit (sebagai NO2) (terlarut)",3,0.0006
2024,"Kota Adm. Jakarta Barat",Tambora,Angke,-6.143691667,106.800125,"Periode 1 (Musim Hujan)","Kromium valensi 6 (Cr6+) (terlarut)",0.01,0.001
2024,"Kota Adm. Jakarta Barat",Tambora,Angke,-6.143691667,106.800125,"Periode 1 (Musim Hujan)","Besi (Fe) (terlarut)",0.2,0.19
2024,"Kota Adm. Jakarta Barat",Tambora,Angke,-6.143691667,106.800125,"Periode 1 (Musim Hujan)","Mangan (Mn) terlarut",0.1,0.016
2024,"Kota Adm. Jakarta Barat",Tambora,Angke,-6.143691667,106.800125,"Periode 1 (Musim Hujan)",Salinitas,N/A,0.08
2024,"Kota Adm. Jakarta Barat",Tambora,Angke,-6.143691667,106.800125,"Periode 1 (Musim Hujan)","Oksigen terlarut (DO)",4,5.15
2024,"Kota Adm. Jakarta Barat",Tambora,Angke,-6.143691667,106.800125,"Periode 1 (Musim Hujan)","Daya Hantar Listrik",N/A,1655
2024,"Kota Adm. Jakarta Barat",Tambora,Angke,-6.143691667,106.800125,"Periode 1 (Musim Hujan)",ORP*,N/A,-50
2024,"Kota Adm. Jakarta Barat",Tambora,Angke,-6.143691667,106.800125,"Periode 1 (Musim Hujan)",Deterjen,0.05,0.0016
2024,"Kota Adm. Jakarta Barat",Tambora,Angke,-6.143691667,106.800125,"Periode 1 (Musim Hujan)","Zat Organik (KMnO4)",10,64.8
2024,"Kota Adm. Jakarta Barat",Tambora,Angke,-6.143691667,106.800125,"Periode 2 (Musim Kering)","Air Raksa",N/A,0.0001
2024,"Kota Adm. Jakarta Timur",Kramatjati,Balekambang,-6.28175,106.85028,"Periode 1 (Musim Hujan)",Kadmium,N/A,0.0004
2024,"Kota Adm. Jakarta Barat",Tambora,Angke,-6.143691667,106.800125,"Periode 1 (Musim Hujan)",Timbal,N/A,0.0015
2024,"Kota Adm. Jakarta Barat",Tambora,Angke,-6.143691667,106.800125,"Periode 1 (Musim Hujan)",IP,N/A,11.5
2024,"Kota Adm. Jakarta Barat",Tambora,Angke,-6.143691667,106.800125,"Periode 1 (Musim Hujan)",Status,N/A,berat
2024,"Kota Adm. Jakarta Timur",Kramatjati,Balekambang,-6.28175,106.85028,"Periode 1 (Musim Hujan)","Escherichia coli",0,0
2024,"Kota Adm. Jakarta Timur",Kramatjati,Balekambang,-6.28175,106.85028,"Periode 1 (Musim Hujan)","Total Coliform",0,180
2024,"Kota Adm. Jakarta Timur",Kramatjati,Balekambang,-6.28175,106.85028,"Periode 1 (Musim Hujan)",Temperatur,N/A,29.95
2024,"Kota Adm. Jakarta Timur",Kramatjati,Balekambang,-6.28175,106.85028,"Periode 1 (Musim Hujan)","Total Dissolve Solid",300,182
2024,"Kota Adm. Jakarta Timur",Kramatjati,Balekambang,-6.28175,106.85028,"Periode 1 (Musim Hujan)",Kekeruhan,3,2.015
2024,"Kota Adm. Jakarta Timur",Kramatjati,Balekambang,-6.28175,106.85028,"Periode 1 (Musim Hujan)",Warna,10,0.48
2024,"Kota Adm. Jakarta Timur",Kramatjati,Balekambang,-6.28175,106.85028,"Periode 1 (Musim Hujan)",pH,N/A,5.7
2024,"Kota Adm. Jakarta Timur",Kramatjati,Balekambang,-6.28175,106.85028,"Periode 1 (Musim Hujan)","Nitrat (sebagai NO3) (terlarut)",20,68.9
2024,"Kota Adm. Jakarta Timur",Cakung,"Cakung Barat",-6.173333333,106.9325,"Periode 1 (Musim Hujan)","Nitrit (sebagai NO2) (terlarut)",3,0.0006
2024,"Kota Adm. Jakarta Timur",Kramatjati,Balekambang,-6.28175,106.85028,"Periode 1 (Musim Hujan)","Kromium valensi 6 (Cr6+) (terlarut)",0.01,0.001
2024,"Kota Adm. Jakarta Timur",Kramatjati,Balekambang,-6.28175,106.85028,"Periode 1 (Musim Hujan)","Besi (Fe) (terlarut)",0.2,0.0057
2024,"Kota Adm. Jakarta Timur",Kramatjati,Balekambang,-6.28175,106.85028,"Periode 1 (Musim Hujan)","Mangan (Mn) terlarut",0.1,0.07
2024,"Kota Adm. Jakarta Timur",Kramatjati,Balekambang,-6.28175,106.85028,"Periode 1 (Musim Hujan)",Salinitas,N/A,0.015
2024,"Kota Adm. Jakarta Timur",Kramatjati,Balekambang,-6.28175,106.85028,"Periode 1 (Musim Hujan)","Oksigen terlarut (DO)",4,5.75
2024,"Kota Adm. Jakarta Timur",Kramatjati,Balekambang,-6.28175,106.85028,"Periode 1 (Musim Hujan)","Daya Hantar Listrik",N/A,274
2024,"Kota Adm. Jakarta Timur",Kramatjati,Balekambang,-6.28175,106.85028,"Periode 1 (Musim Hujan)",ORP*,N/A,88
2024,"Kota Adm. Jakarta Timur",Kramatjati,Balekambang,-6.28175,106.85028,"Periode 1 (Musim Hujan)",Deterjen,0.05,0.0016
2024,"Kota Adm. Jakarta Timur",Kramatjati,Balekambang,-6.28175,106.85028,"Periode 1 (Musim Hujan)","Zat Organik (KMnO4)",10,2.23
2024,"Kota Adm. Jakarta Timur",Kramatjati,Balekambang,-6.28175,106.85028,"Periode 2 (Musim Kering)","Air Raksa",N/A,0.0001
2024,"Kota Adm. Jakarta Timur",Jatinegara,Balimester,-6.220187,106.866223,"Periode 1 (Musim Hujan)",Kadmium,N/A,0.0004
2024,"Kota Adm. Jakarta Timur",Kramatjati,Balekambang,-6.28175,106.85028,"Periode 1 (Musim Hujan)",Timbal,N/A,0.0015
2024,"Kota Adm. Jakarta Timur",Kramatjati,Balekambang,-6.28175,106.85028,"Periode 1 (Musim Hujan)",IP,N/A,8.8
2024,"Kota Adm. Jakarta Timur",Kramatjati,Balekambang,-6.28175,106.85028,"Periode 1 (Musim Hujan)",Status,N/A,sedang
2024,"Kota Adm. Jakarta Timur",Jatinegara,Balimester,-6.220187,106.866223,"Periode 1 (Musim Hujan)","Escherichia coli",0,0
2024,"Kota Adm. Jakarta Timur",Jatinegara,Balimester,-6.220187,106.866223,"Periode 1 (Musim Hujan)","Total Coliform",0,480
2024,"Kota Adm. Jakarta Timur",Jatinegara,Balimester,-6.220187,106.866223,"Periode 1 (Musim Hujan)",Temperatur,N/A,29
2024,"Kota Adm. Jakarta Timur",Jatinegara,Balimester,-6.220187,106.866223,"Periode 1 (Musim Hujan)","Total Dissolve Solid",300,205
2024,"Kota Adm. Jakarta Timur",Jatinegara,Balimester,-6.220187,106.866223,"Periode 1 (Musim Hujan)",Kekeruhan,3,0
2024,"Kota Adm. Jakarta Timur",Jatinegara,Balimester,-6.220187,106.866223,"Periode 1 (Musim Hujan)",Warna,10,1.21
2024,"Kota Adm. Jakarta Timur",Jatinegara,Balimester,-6.220187,106.866223,"Periode 1 (Musim Hujan)",pH,N/A,6.23
2024,"Kota Adm. Jakarta Timur",Jatinegara,Balimester,-6.220187,106.866223,"Periode 1 (Musim Hujan)","Nitrat (sebagai NO3) (terlarut)",20,42.8
2024,"Kota Adm. Jakarta Timur",Kramatjati,Cawang,-6.250276,106.868476,"Periode 1 (Musim Hujan)","Nitrit (sebagai NO2) (terlarut)",3,0.0006
2024,"Kota Adm. Jakarta Timur",Jatinegara,Balimester,-6.220187,106.866223,"Periode 1 (Musim Hujan)","Kromium valensi 6 (Cr6+) (terlarut)",0.01,0.001
2024,"Kota Adm. Jakarta Timur",Jatinegara,Balimester,-6.220187,106.866223,"Periode 1 (Musim Hujan)","Besi (Fe) (terlarut)",0.2,0.0057
2024,"Kota Adm. Jakarta Timur",Jatinegara,Balimester,-6.220187,106.866223,"Periode 1 (Musim Hujan)","Mangan (Mn) terlarut",0.1,0.065
2024,"Kota Adm. Jakarta Timur",Jatinegara,Balimester,-6.220187,106.866223,"Periode 1 (Musim Hujan)",Salinitas,N/A,0.02
2024,"Kota Adm. Jakarta Timur",Jatinegara,Balimester,-6.220187,106.866223,"Periode 1 (Musim Hujan)","Oksigen terlarut (DO)",4,2.65
2024,"Kota Adm. Jakarta Timur",Jatinegara,Balimester,-6.220187,106.866223,"Periode 1 (Musim Hujan)","Daya Hantar Listrik",N/A,306.5
2024,"Kota Adm. Jakarta Timur",Jatinegara,Balimester,-6.220187,106.866223,"Periode 1 (Musim Hujan)",ORP*,N/A,26.5
2024,"Kota Adm. Jakarta Timur",Jatinegara,Balimester,-6.220187,106.866223,"Periode 1 (Musim Hujan)",Deterjen,0.05,0.0016
2024,"Kota Adm. Jakarta Timur",Jatinegara,Balimester,-6.220187,106.866223,"Periode 1 (Musim Hujan)","Zat Organik (KMnO4)",10,1.56
2024,"Kota Adm. Jakarta Timur",Jatinegara,Balimester,-6.220187,106.866223,"Periode 2 (Musim Kering)","Air Raksa",N/A,0.0001
2024,"Kota Adm. Jakarta Timur",Cipayung,"Bambu Apus",-6.305833333,106.9069444,"Periode 1 (Musim Hujan)",Kadmium,N/A,0.0004
2024,"Kota Adm. Jakarta Timur",Jatinegara,Balimester,-6.220187,106.866223,"Periode 1 (Musim Hujan)",Timbal,N/A,0.0015
2024,"Kota Adm. Jakarta Timur",Jatinegara,Balimester,-6.220187,106.866223,"Periode 1 (Musim Hujan)",IP,N/A,10.3
2024,"Kota Adm. Jakarta Timur",Jatinegara,Balimester,-6.220187,106.866223,"Periode 1 (Musim Hujan)",Status,N/A,berat
2024,"Kota Adm. Jakarta Timur",Cipayung,"Bambu Apus",-6.305833333,106.9069444,"Periode 1 (Musim Hujan)","Escherichia coli",0,0
2024,"Kota Adm. Jakarta Timur",Cipayung,"Bambu Apus",-6.305833333,106.9069444,"Periode 1 (Musim Hujan)","Total Coliform",0,125
2024,"Kota Adm. Jakarta Timur",Cipayung,"Bambu Apus",-6.305833333,106.9069444,"Periode 1 (Musim Hujan)",Temperatur,N/A,26.5
2024,"Kota Adm. Jakarta Timur",Cipayung,"Bambu Apus",-6.305833333,106.9069444,"Periode 1 (Musim Hujan)","Total Dissolve Solid",300,203.5
2024,"Kota Adm. Jakarta Timur",Cipayung,"Bambu Apus",-6.305833333,106.9069444,"Periode 1 (Musim Hujan)",Kekeruhan,3,0.36
2024,"Kota Adm. Jakarta Timur",Cipayung,"Bambu Apus",-6.305833333,106.9069444,"Periode 1 (Musim Hujan)",Warna,10,0.48
2024,"Kota Adm. Jakarta Timur",Cipayung,"Bambu Apus",-6.305833333,106.9069444,"Periode 1 (Musim Hujan)",pH,N/A,8.215
2024,"Kota Adm. Jakarta Timur",Cipayung,"Bambu Apus",-6.305833333,106.9069444,"Periode 1 (Musim Hujan)","Nitrat (sebagai NO3) (terlarut)",20,14.3
2024,"Kota Adm. Jakarta Timur",Cipayung,Ceger,-6.314444444,106.8891667,"Periode 1 (Musim Hujan)","Nitrit (sebagai NO2) (terlarut)",3,0.0006
2024,"Kota Adm. Jakarta Timur",Cipayung,"Bambu Apus",-6.305833333,106.9069444,"Periode 1 (Musim Hujan)","Kromium valensi 6 (Cr6+) (terlarut)",0.01,0.001
2024,"Kota Adm. Jakarta Timur",Cipayung,"Bambu Apus",-6.305833333,106.9069444,"Periode 1 (Musim Hujan)","Besi (Fe) (terlarut)",0.2,0.0057
2024,"Kota Adm. Jakarta Timur",Cipayung,"Bambu Apus",-6.305833333,106.9069444,"Periode 1 (Musim Hujan)","Mangan (Mn) terlarut",0.1,0.014
2024,"Kota Adm. Jakarta Timur",Cipayung,"Bambu Apus",-6.305833333,106.9069444,"Periode 1 (Musim Hujan)",Salinitas,N/A,0.02
2024,"Kota Adm. Jakarta Timur",Cipayung,"Bambu Apus",-6.305833333,106.9069444,"Periode 1 (Musim Hujan)","Oksigen terlarut (DO)",4,5.3
2024,"Kota Adm. Jakarta Timur",Cipayung,"Bambu Apus",-6.305833333,106.9069444,"Periode 1 (Musim Hujan)","Daya Hantar Listrik",N/A,332.5
2024,"Kota Adm. Jakarta Timur",Cipayung,"Bambu Apus",-6.305833333,106.9069444,"Periode 1 (Musim Hujan)",ORP*,N/A,-77.5
2024,"Kota Adm. Jakarta Timur",Cipayung,"Bambu Apus",-6.305833333,106.9069444,"Periode 1 (Musim Hujan)",Deterjen,0.05,0.0016
2024,"Kota Adm. Jakarta Timur",Cipayung,"Bambu Apus",-6.305833333,106.9069444,"Periode 1 (Musim Hujan)","Zat Organik (KMnO4)",10,1.44
2024,"Kota Adm. Jakarta Timur",Cipayung,"Bambu Apus",-6.305833333,106.9069444,"Periode 2 (Musim Kering)","Air Raksa",N/A,0.0001
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan",Bangka,-6.259194444,106.827,"Periode 1 (Musim Hujan)",Kadmium,N/A,0.0004
2024,"Kota Adm. Jakarta Timur",Cipayung,"Bambu Apus",-6.305833333,106.9069444,"Periode 1 (Musim Hujan)",Timbal,N/A,0.0015
2024,"Kota Adm. Jakarta Timur",Cipayung,"Bambu Apus",-6.305833333,106.9069444,"Periode 1 (Musim Hujan)",IP,N/A,8.2
2024,"Kota Adm. Jakarta Timur",Cipayung,"Bambu Apus",-6.305833333,106.9069444,"Periode 1 (Musim Hujan)",Status,N/A,sedang
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan",Bangka,-6.259194444,106.827,"Periode 1 (Musim Hujan)","Escherichia coli",0,0
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan",Bangka,-6.259194444,106.827,"Periode 1 (Musim Hujan)","Total Coliform",0,81
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan",Bangka,-6.259194444,106.827,"Periode 1 (Musim Hujan)",Temperatur,N/A,29.15
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan",Bangka,-6.259194444,106.827,"Periode 1 (Musim Hujan)","Total Dissolve Solid",300,365
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan",Bangka,-6.259194444,106.827,"Periode 1 (Musim Hujan)",Kekeruhan,3,10.4
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan",Bangka,-6.259194444,106.827,"Periode 1 (Musim Hujan)",Warna,10,2.71
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan",Bangka,-6.259194444,106.827,"Periode 1 (Musim Hujan)",pH,N/A,7.99
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan",Bangka,-6.259194444,106.827,"Periode 1 (Musim Hujan)","Nitrat (sebagai NO3) (terlarut)",20,1.76
2024,"Kota Adm. Jakarta Pusat",Menteng,Cikini,-6.191140267,106.8427243,"Periode 1 (Musim Hujan)","Nitrit (sebagai NO2) (terlarut)",3,0.0006
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan",Bangka,-6.259194444,106.827,"Periode 1 (Musim Hujan)","Kromium valensi 6 (Cr6+) (terlarut)",0.01,0.001
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan",Bangka,-6.259194444,106.827,"Periode 1 (Musim Hujan)","Besi (Fe) (terlarut)",0.2,0.15
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan",Bangka,-6.259194444,106.827,"Periode 1 (Musim Hujan)","Mangan (Mn) terlarut",0.1,0.038
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan",Bangka,-6.259194444,106.827,"Periode 1 (Musim Hujan)",Salinitas,N/A,0.02
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan",Bangka,-6.259194444,106.827,"Periode 1 (Musim Hujan)","Oksigen terlarut (DO)",4,6.56
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan",Bangka,-6.259194444,106.827,"Periode 1 (Musim Hujan)","Daya Hantar Listrik",N/A,500
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan",Bangka,-6.259194444,106.827,"Periode 1 (Musim Hujan)",ORP*,N/A,-38.5
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan",Bangka,-6.259194444,106.827,"Periode 1 (Musim Hujan)",Deterjen,0.05,0.0016
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan",Bangka,-6.259194444,106.827,"Periode 1 (Musim Hujan)","Zat Organik (KMnO4)",10,1.6
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan",Bangka,-6.259194444,106.827,"Periode 2 (Musim Kering)","Air Raksa",N/A,0.0001
2024,"Kota Adm. Jakarta Timur",Kramatjati,Baru,-6.323055556,106.8511111,"Periode 1 (Musim Hujan)",Kadmium,N/A,0.0004
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan",Bangka,-6.259194444,106.827,"Periode 1 (Musim Hujan)",Timbal,N/A,0.0015
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan",Bangka,-6.259194444,106.827,"Periode 1 (Musim Hujan)",IP,N/A,7.5
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan",Bangka,-6.259194444,106.827,"Periode 1 (Musim Hujan)",Status,N/A,sedang
2024,"Kota Adm. Jakarta Timur",Kramatjati,Baru,-6.323055556,106.8511111,"Periode 1 (Musim Hujan)","Escherichia coli",0,0
2024,"Kota Adm. Jakarta Timur",Kramatjati,Baru,-6.323055556,106.8511111,"Periode 1 (Musim Hujan)","Total Coliform",0,570
2024,"Kota Adm. Jakarta Timur",Kramatjati,Baru,-6.323055556,106.8511111,"Periode 1 (Musim Hujan)",Temperatur,N/A,30.2
2024,"Kota Adm. Jakarta Timur",Kramatjati,Baru,-6.323055556,106.8511111,"Periode 1 (Musim Hujan)","Total Dissolve Solid",300,222.5
2024,"Kota Adm. Jakarta Timur",Kramatjati,Baru,-6.323055556,106.8511111,"Periode 1 (Musim Hujan)",Kekeruhan,3,0.035
2024,"Kota Adm. Jakarta Timur",Kramatjati,Baru,-6.323055556,106.8511111,"Periode 1 (Musim Hujan)",Warna,10,2.16
2024,"Kota Adm. Jakarta Timur",Kramatjati,Baru,-6.323055556,106.8511111,"Periode 1 (Musim Hujan)",pH,N/A,7.07
2024,"Kota Adm. Jakarta Timur",Kramatjati,Baru,-6.323055556,106.8511111,"Periode 1 (Musim Hujan)","Nitrat (sebagai NO3) (terlarut)",20,63.4
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Cilandak Timur",-6.30705,106.8104,"Periode 1 (Musim Hujan)","Nitrit (sebagai NO2) (terlarut)",3,0.0006
2024,"Kota Adm. Jakarta Timur",Kramatjati,Baru,-6.323055556,106.8511111,"Periode 1 (Musim Hujan)","Kromium valensi 6 (Cr6+) (terlarut)",0.01,0.001
2024,"Kota Adm. Jakarta Timur",Kramatjati,Baru,-6.323055556,106.8511111,"Periode 1 (Musim Hujan)","Besi (Fe) (terlarut)",0.2,0.0057
2024,"Kota Adm. Jakarta Timur",Kramatjati,Baru,-6.323055556,106.8511111,"Periode 1 (Musim Hujan)","Mangan (Mn) terlarut",0.1,0.011
2024,"Kota Adm. Jakarta Timur",Kramatjati,Baru,-6.323055556,106.8511111,"Periode 1 (Musim Hujan)",Salinitas,N/A,0.01
2024,"Kota Adm. Jakarta Timur",Kramatjati,Baru,-6.323055556,106.8511111,"Periode 1 (Musim Hujan)","Oksigen terlarut (DO)",4,5.985
2024,"Kota Adm. Jakarta Timur",Kramatjati,Baru,-6.323055556,106.8511111,"Periode 1 (Musim Hujan)","Daya Hantar Listrik",N/A,342.5
2024,"Kota Adm. Jakarta Timur",Kramatjati,Baru,-6.323055556,106.8511111,"Periode 1 (Musim Hujan)",ORP*,N/A,-9.5
2024,"Kota Adm. Jakarta Timur",Kramatjati,Baru,-6.323055556,106.8511111,"Periode 1 (Musim Hujan)",Deterjen,0.05,0.0016
